Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.460789204,-6.41814,-5.283307,0.4981124,0.8854892,0.08909,0.5026466,-55.18731,-18.50955,-8.537456,950.5157
0.470644951,-6.356025,-4.50969,-0.6053416,0.8923169,0.08475063,0.4972414,-55.19459,-16.66346,-8.172227,950.5157
0.480501652,-5.67275,-4.033619,-1.831402,0.8916794,0.08128643,0.4833245,-55.19459,-16.66346,-8.172227,950.5157
0.490358353,-5.113706,-3.617057,-2.996159,0.8960776,0.08327706,0.4847162,-55.19459,-16.66346,-8.172227,950.5157
0.500215054,-4.678895,-2.783932,-4.099612,0.8882681,0.08077158,0.483848,-55.19459,-16.66346,-8.172227,950.5138
0.510071755,-3.809272,-1.712771,-5.448278,0.8799868,0.07680207,0.4829741,-55.19459,-16.66346,-8.172227,950.5138
0.522392273,-2.194258,-0.5225921,-6.91955,0.8781801,0.07243349,0.490151,-54.82053,-16.72914,-8.17353,950.5138
0.532248020,-1.635215,0.2510241,-8.023005,0.8783713,0.08651143,0.4806831,-54.82053,-16.72914,-8.17353,950.5138
0.542104721,-0.9519398,0.9651313,-9.126458,0.8710539,0.09035806,0.4856118,-54.82053,-16.72914,-8.17353,950.5172
0.551961422,-1.448867,1.322185,-9.9847,0.8690564,0.09765252,0.4890562,-54.82053,-16.72914,-8.17353,950.5172
0.561817646,-3.747156,1.857765,-10.53643,0.8656024,0.09907841,0.4881591,-54.82053,-16.72914,-8.17353,950.5172
0.571673870,-6.977184,1.917274,-11.33337,0.8548959,0.09997544,0.4931113,-55.19425,-16.72482,-8.171597,950.5172
0.581530571,-9.15124,1.798256,-11.63988,0.8527334,0.09697005,0.4753864,-55.19425,-16.72482,-8.171597,950.5151
0.591386795,-10.33144,1.322185,-12.31421,0.8518824,0.08625672,0.4753081,-55.19425,-16.72482,-8.171597,950.5151
0.601243496,-10.70414,0.9056224,-12.55943,0.8514382,0.08577697,0.4781856,-55.19425,-16.72482,-8.171597,950.5151
0.611100197,-10.33144,0.4295509,-12.98855,0.8528937,0.07797492,0.4704318,-55.19425,-16.72482,-8.171597,950.5151
0.620955944,-9.834516,-0.4035742,-12.62073,0.8489984,0.08087481,0.4743454,-55.19333,-17.4051,-8.548768,950.5129
0.630812645,-9.089125,-1.058172,-12.55943,0.8518419,0.08526871,0.4714667,-55.19333,-17.4051,-8.548768,950.5129
0.640669346,-8.716429,-2.248351,-12.37552,0.8467905,0.09543267,0.4687493,-55.19333,-17.4051,-8.548768,950.5129
0.650526047,-8.654313,-3.379021,-12.0077,0.8575563,0.09943485,0.4724633,-55.19333,-17.4051,-8.548768,950.5129
0.660382748,-9.027008,-4.450181,-11.21076,0.8619843,0.1038751,0.478188,-55.19333,-17.4051,-8.548768,950.5127
0.670238495,-9.523935,-5.759378,-11.08815,0.8658398,0.1004756,0.4709164,-54.13242,-17.78548,-8.550471,950.5127
0.680095196,-9.958747,-7.306611,-10.41382,0.8673627,0.09415743,0.4694037,-54.13242,-17.78548,-8.550471,950.5127
0.692415714,-10.02086,-9.270405,-9.800792,0.8766531,0.09277391,0.467822,-54.13242,-17.78548,-8.550471,950.5127
0.702272415,-9.958747,-10.75813,-9.310368,0.8753443,0.09427087,0.4807917,-54.13242,-17.78548,-8.550471,950.5125
0.712129116,-9.896631,-11.76978,-8.881247,0.872506,0.09329603,0.4870536,-54.13042,-18.15363,-8.5467,950.5125
0.721985340,-9.7724,-12.18634,-8.390822,0.8712521,0.08797345,0.4980481,-54.13042,-18.15363,-8.5467,950.5125
0.731841564,-10.08298,-12.24585,-8.206914,0.8614212,0.09422031,0.5001577,-54.13042,-18.15363,-8.5467,950.5125
0.741698265,-9.834516,-12.06733,-8.390822,0.8634535,0.0927945,0.5044295,-54.13042,-18.15363,-8.5467,950.5137
0.751554489,-9.337588,-11.65076,-8.390822,0.873327,0.08021283,0.4998698,-54.13042,-18.15363,-8.5467,950.5137
0.761411190,-8.405849,-10.52009,-8.390822,0.8708712,0.06895917,0.4892675,-54.13042,-18.15363,-8.5467,950.5137
0.771267891,-6.915068,-9.448932,-8.452126,0.8729071,0.06558148,0.4920851,-54.12966,-17.78014,-8.166389,950.5137
0.781123638,-5.796981,-8.318262,-8.697337,0.8743894,0.05827529,0.4867312,-54.12966,-17.78014,-8.166389,950.5117
0.790980339,-4.741011,-7.306611,-8.881247,0.878807,0.05148337,0.4818189,-54.12966,-17.78014,-8.166389,950.5117
0.800837040,-3.747156,-6.77103,-8.94255,0.8820823,0.05244766,0.4717171,-54.12966,-17.78014,-8.166389,950.5117
0.810693741,-2.629069,-6.056923,-8.819943,0.8846211,0.04956642,0.4759695,-54.12966,-17.78014,-8.166389,950.5117
0.820550442,-1.386751,-5.402325,-8.329519,0.8861743,0.04179223,0.4754025,-54.50138,-18.14397,-8.160686,950.5146
0.830406189,-0.2065488,-4.747726,-8.084308,0.8822876,0.03737115,0.4735038,-54.50138,-18.14397,-8.160686,950.5146
0.840262890,1.097885,-4.093128,-8.084308,0.8813153,0.04127003,0.4773841,-54.50138,-18.14397,-8.160686,950.5146
0.850119591,2.215972,-3.498039,-8.206914,0.8826374,0.05735303,0.4808554,-54.50138,-18.14397,-8.160686,950.5146
0.859975815,2.588667,-2.962458,-8.206914,0.8952309,0.06670622,0.4797965,-54.50138,-18.14397,-8.160686,950.514
0.872296810,2.464436,-2.426878,-8.329519,0.9026765,0.06582548,0.4868709,-54.48582,-19.97401,-7.373668,950.514
0.882153034,2.40232,-1.653262,-8.206914,0.8967192,0.07209563,0.4860503,-54.48582,-19.97401,-7.373668,950.514
0.892009258,2.340204,-1.296208,-7.900399,0.9015501,0.07553916,0.4845729,-54.48582,-19.97401,-7.373668,950.514
0.901865959,2.215972,-1.17719,-7.348671,0.8927053,0.07837929,0.4842438,-54.48582,-19.97401,-7.373668,950.5173
0.911722183,2.029624,-1.058172,-6.490429,0.8878427,0.07980897,0.4876795,-54.48457,-20.71565,-7.750209,950.5173
0.921578884,1.719045,-1.534244,-5.386975,0.8857394,0.08609685,0.4824914,-54.48457,-20.71565,-7.750209,950.5173
0.931435585,1.532697,-2.188842,-4.222218,0.8935273,0.08713145,0.4804723,-54.48457,-20.71565,-7.750209,950.5173
0.941291332,1.097885,-2.783932,-2.689644,0.9007496,0.0935104,0.477548,-54.48457,-20.71565,-7.750209,950.5164
0.951148033,-0.1444329,-3.081476,-1.157069,0.90028,0.09351166,0.4789923,-54.48457,-20.71565,-7.750209,950.5164
0.961004734,-1.076172,-3.260003,0.6207184,0.894034,0.09446415,0.4881942,-54.48457,-20.71565,-7.750209,950.5164
0.970861435,-1.697331,-3.676566,2.214596,0.8871766,0.09635391,0.4892663,-54.48858,-19.97936,-7.757751,950.5164
0.980718136,-1.697331,-3.498039,3.808474,0.8852347,0.09731728,0.4912189,-54.48858,-19.97936,-7.757751,950.5157
0.990573883,-1.386751,-3.260003,4.973231,0.8881878,0.08367805,0.4805193,-54.48858,-19.97936,-7.757751,950.5157
1.000430584,-0.4550124,-2.90295,5.77017,0.8941054,0.08130239,0.4818525,-54.48858,-19.97936,-7.757751,950.5157
1.010287285,0.2282626,-2.545896,6.689715,0.8994722,0.07695197,0.4769472,-54.48858,-19.97936,-7.757751,950.5157
1.020143509,1.03577,-2.426878,7.425351,0.9081949,0.07944748,0.4730104,-54.48662,-19.23148,-6.933112,950.5114
1.030000210,1.967508,-2.069824,8.160987,0.9111373,0.07605797,0.4705439,-54.48662,-19.23148,-6.933112,950.5114
1.042320728,3.520406,-1.891297,8.83532,0.9190371,0.06491883,0.4660245,-54.48662,-19.23148,-6.933112,950.5114
1.052176952,5.13542,-1.415226,9.509653,0.9239879,0.05716734,0.4634925,-54.48662,-19.23148,-6.933112,950.5114
1.062033176,7.371593,-0.9391546,9.877471,0.913662,0.0507143,0.4540012,-54.86156,-19.60155,-7.375506,950.5142
1.071889877,9.794114,-0.9986635,10.06138,0.9107925,0.04631298,0.4549634,-54.86156,-19.60155,-7.375506,950.5142
1.081746578,13.02414,-0.8796456,10.30659,0.9064985,0.04812274,0.4286839,-54.86156,-19.60155,-7.375506,950.5142
1.091603279,15.81936,-0.1655384,9.570955,0.9056776,0.06120591,0.4158676,-54.86156,-19.60155,-7.375506,950.5142
1.101459980,16.75109,2.333837,7.731866,0.8970805,0.07667539,0.4089327,-54.86156,-19.60155,-7.375506,950.5151
1.111315727,23.52173,1.322185,6.934927,0.895737,0.07984504,0.3490787,-55.2393,-18.86094,-7.381116,950.5151
1.121172428,25.82002,1.976783,6.015382,0.9030859,0.05417236,0.3631333,-55.2393,-18.86094,-7.381116,950.5151
1.131029129,26.9381,4.000087,6.751019,0.9043506,0.04924522,0.3439057,-55.2393,-18.86094,-7.381116,950.5151
1.140885353,29.91967,5.844864,7.425351,0.8960187,0.05063178,0.3440361,-55.2393,-18.86094,-7.381116,950.5123
1.150742054,33.58451,6.737498,8.957926,0.8853193,0.02942541,0.2941729,-55.2393,-18.86094,-7.381116,950.5123
1.160598278,40.10668,2.869417,11.59396,0.8686606,0.03624096,0.3342414,-55.2393,-18.86094,-7.381116,950.5123
1.170454502,42.83978,1.441203,12.69741,0.8448284,0.04241498,0.3499675,-55.23408,-19.22285,-6.92925,950.5123
1.180311203,45.32442,-0.8796456,12.88132,0.8222234,0.05780976,0.35617,-55.23408,-19.22285,-6.92925,950.5169
1.190167904,47.87117,-3.617057,12.4522,0.8279856,0.06968354,0.3945241,-55.23408,-19.22285,-6.92925,950.5169
1.200024605,50.16946,-4.985762,11.71656,0.8469707,0.09277258,0.407866,-55.23408,-19.22285,-6.92925,950.5169
1.212345123,52.09505,-5.699869,10.00008,0.8678295,0.1047612,0.4412138,-55.60706,-18.84504,-6.547006,950.5169
1.222201824,51.34966,-5.699869,10.12268,0.8756315,0.08982355,0.4620613,-55.60706,-18.84504,-6.547006,950.5142
1.232057571,50.35581,-4.985762,10.85832,0.8843606,0.09294431,0.495028,-55.60706,-18.84504,-6.547006,950.5142
1.241914272,49.85888,-4.50969,12.02308,0.8852361,0.09891753,0.5286099,-55.60706,-18.84504,-6.547006,950.5142
1.251770973,49.23772,-4.271655,13.98477,0.8817242,0.1008151,0.5238839,-55.60706,-18.84504,-6.547006,950.5142
1.261627674,49.29984,-4.331164,15.63995,0.8779586,0.1114285,0.5082136,-55.58949,-21.04324,-5.756215,950.5146
1.271483898,49.29984,-4.450181,15.63995,0.8744021,0.1269837,0.5122292,-55.58949,-21.04324,-5.756215,950.5146
1.281340599,47.00155,-4.152637,15.57865,0.881651,0.1338585,0.5117047,-55.58949,-21.04324,-5.756215,950.5146
1.291196823,43.15036,-3.97411,15.63995,0.8847798,0.15431,0.5079991,-55.58949,-21.04324,-5.756215,950.5146
1.301053047,38.11897,-4.212146,16.13038,0.8969087,0.1582954,0.5040263,-55.58949,-21.04324,-5.756215,950.5137
1.310909748,33.08758,-4.628708,17.66295,0.8976229,0.1645757,0.4901723,-56.65118,-19.92032,-5.313958,950.5137
1.320766449,28.55312,-4.985762,19.37944,0.8949798,0.1542451,0.466642,-56.65118,-19.92032,-5.313958,950.5137
1.330623150,25.32309,-5.223798,21.52504,0.8960388,0.1430475,0.4626988,-56.65118,-19.92032,-5.313958,950.5137
1.340478897,22.03095,-5.937905,23.85456,0.8914728,0.1419855,0.4498166,-56.65118,-19.92032,-5.313958,950.5128
1.350335598,18.42822,-6.056923,25.57104,0.8914279,0.1380669,0.4430753,-56.65118,-19.92032,-5.313958,950.5128
1.360192299,15.38455,-6.652012,26.24537,0.8947763,0.1400285,0.4392106,-56.65118,-19.92032,-5.313958,950.5128
1.370049000,13.2726,-6.949557,26.67449,0.8968137,0.1376276,0.4429949,-56.64366,-20.27778,-4.542022,950.5128
1.382369518,11.84394,-7.425628,26.8584,0.9103814,0.1269711,0.4240228,-56.64366,-20.27778,-4.542022,950.5134
1.392226219,12.34087,-7.723173,27.04231,0.9102272,0.1196037,0.4062324,-56.64366,-20.27778,-4.542022,950.5134
1.402082443,13.02414,-8.080227,26.49058,0.9084349,0.1074276,0.4075928,-56.64366,-20.27778,-4.542022,950.5134
1.411938667,13.39684,-7.663664,25.57104,0.9053048,0.09918131,0.4219438,-57.38715,-19.88942,-3.709749,950.5134
1.421795368,14.26646,-6.830539,24.34498,0.9086042,0.1074758,0.42005,-57.38715,-19.88942,-3.709749,950.5142
1.431651592,15.69513,-6.056923,22.7511,0.9139764,0.1153326,0.4262693,-57.38715,-19.88942,-3.709749,950.5142
1.441508293,16.75109,-4.747726,21.89286,0.9119433,0.11627,0.4215142,-57.38715,-19.88942,-3.709749,950.5142
1.451364994,18.36611,-3.379021,21.15722,0.9203604,0.1066078,0.4203543,-57.38715,-19.88942,-3.709749,950.5142
1.461221695,19.98112,-2.426878,19.80856,0.919931,0.08562683,0.4062866,-57.39367,-17.66984,-2.964208,950.5146
1.471077442,21.4719,-1.474735,18.33729,0.919915,0.07550464,0.4320782,-57.39367,-17.66984,-2.964208,950.5146
1.480934143,23.14903,-0.5225921,17.04992,0.9237649,0.08577393,0.4364228,-57.39367,-17.66984,-2.964208,950.5146
1.490790844,25.82002,0.310533,15.02692,0.9280547,0.09798642,0.4388607,-57.39367,-17.66984,-2.964208,950.5146
1.500647545,27.93196,0.6675866,13.18783,0.924766,0.1178769,0.4304498,-57.39367,-17.66984,-2.964208,950.5154
1.510503769,27.93196,0.9651313,12.5135,0.9265149,0.1271112,0.4233148,-57.77986,-15.89149,-3.364583,950.5154
1.520360470,25.63367,0.4295509,12.82001,0.9287927,0.1324554,0.4156603,-57.77986,-15.89149,-3.364583,950.5154
1.530216694,22.65211,-0.2250474,13.55565,0.9330287,0.130494,0.4016865,-57.77986,-15.89149,-3.364583,950.5154
1.540072918,19.23573,-0.8201367,14.4752,0.9271263,0.1299446,0.3988909,-57.77986,-15.89149,-3.364583,950.5145
1.552393913,15.57089,-1.474735,15.57865,0.9218599,0.1274885,0.4051748,-57.77986,-15.89149,-3.364583,950.5145
1.562250137,12.40298,-1.415226,16.25298,0.9185694,0.1294493,0.416739,-57.78513,-14.41356,-2.995583,950.5145
1.572106838,9.669882,-1.534244,16.5595,0.9084761,0.1473387,0.4098459,-57.78513,-14.41356,-2.995583,950.5145
1.581963539,6.191391,-1.77228,16.4982,0.9030333,0.1531322,0.4104515,-57.78513,-14.41356,-2.995583,950.5131
1.591820240,2.029624,-2.486387,16.5595,0.8980606,0.1550187,0.4062255,-57.78513,-14.41356,-2.995583,950.5131
1.601676941,-0.4550124,-3.081476,16.4982,0.8943959,0.1461318,0.3808052,-57.78513,-14.41356,-2.995583,950.5131
1.611532688,-1.262519,-4.093128,16.98862,0.8944961,0.121749,0.3667012,-57.39664,-15.50539,-1.769939,950.5131
1.621389389,-2.070026,-4.688217,17.47904,0.9016858,0.08968397,0.3634529,-57.39664,-15.50539,-1.769939,950.5139
1.631245613,-0.6413602,-4.926253,18.45989,0.9171056,0.06645607,0.3615995,-57.39664,-15.50539,-1.769939,950.5139
1.641102314,3.644638,-3.557548,19.37944,0.9305843,0.05786216,0.3737941,-57.39664,-15.50539,-1.769939,950.5139
1.650959015,8.924491,-2.30786,19.68595,0.9409535,0.05407478,0.3774479,-57.39664,-15.50539,-1.769939,950.5139
1.660815716,14.20434,-1.891297,19.50204,0.9398561,0.07014368,0.3828703,-57.78438,-14.04006,-2.615271,950.5143
1.670671463,18.55246,-1.831789,18.5825,0.934289,0.07980748,0.3777601,-57.78438,-14.04006,-2.615271,950.5143
1.680528164,21.53402,-2.010315,17.41774,0.9278564,0.08217142,0.3745173,-57.78438,-14.04006,-2.615271,950.5143
1.690384865,24.51558,-2.129333,15.94647,0.9234877,0.07384227,0.3697173,-57.78438,-14.04006,-2.615271,950.5143
1.700241566,28.30466,-2.129333,14.4752,0.9132146,0.07228658,0.368413,-57.78438,-14.04006,-2.615271,950.5129
1.710097790,31.72103,-3.140985,13.24914,0.9114147,0.0848727,0.3551272,-58.52862,-14.02519,-2.16331,950.5129
1.722418785,32.71489,-4.271655,12.32959,0.9108195,0.1009496,0.361501,-58.52862,-14.02519,-2.16331,950.5129
1.732275009,31.9695,-3.855092,11.22614,0.9135897,0.09178744,0.3771978,-58.52862,-14.02519,-2.16331,950.5129
1.742131710,31.65891,-2.90295,10.79702,0.9247047,0.08124239,0.3937224,-58.52862,-14.02519,-2.16331,950.5154
1.751987934,32.40431,-2.129333,10.4292,0.9303536,0.069649,0.403128,-58.52862,-14.02519,-2.16331,950.5154
1.761844158,32.03161,-1.534244,10.30659,0.9333317,0.07261657,0.408861,-57.78718,-12.92938,-2.178485,950.5154
1.771700859,30.78929,-1.891297,10.06138,0.9352432,0.08189735,0.4137041,-57.78718,-12.92938,-2.178485,950.5154
1.781557560,28.67735,-2.010315,9.387047,0.9322011,0.09258182,0.4152752,-57.78718,-12.92938,-2.178485,950.5179
1.791414261,26.68964,-2.248351,8.83532,0.9244495,0.09399868,0.4221064,-57.78718,-12.92938,-2.178485,950.5179
1.801270962,24.63982,-2.545896,8.160987,0.9219195,0.09834708,0.4197832,-57.78718,-12.92938,-2.178485,950.5179
1.811126709,22.34153,-3.021967,8.774016,0.9174395,0.093892,0.4102254,-58.90887,-11.8013,-1.415836,950.5179
1.820983410,19.54631,-3.795583,10.00008,0.9180014,0.08171141,0.4048434,-58.90887,-11.8013,-1.415836,950.5166
1.830840111,17.18591,-4.450181,11.53265,0.9171208,0.07294253,0.4043028,-58.90887,-11.8013,-1.415836,950.5166
1.840696335,15.32243,-4.152637,13.12653,0.9255807,0.07452187,0.4161755,-58.90887,-11.8013,-1.415836,950.5166
1.850553036,13.95588,-4.033619,14.35259,0.9261726,0.07357901,0.4228679,-58.90887,-11.8013,-1.415836,950.5166
1.860409737,12.65145,-3.617057,15.02692,0.9271883,0.07701594,0.4286329,-58.53439,-11.43212,-1.037457,950.519
1.870266438,11.59548,-3.260003,15.27213,0.9214662,0.07505325,0.4378026,-58.53439,-11.43212,-1.037457,950.519
1.880122185,11.16066,-3.676566,14.96562,0.9188153,0.08132012,0.4283093,-58.53439,-11.43212,-1.037457,950.519
1.889978886,10.85008,-3.676566,14.41389,0.9209347,0.09394255,0.4154472,-58.53439,-11.43212,-1.037457,950.519
1.902299404,9.172955,-3.914601,13.55565,0.9320413,0.09448915,0.4052303,-58.53439,-11.43212,-1.037457,950.5192
1.912156105,7.86852,-3.617057,13.24914,0.9386025,0.08239735,0.4093476,-58.91183,-9.636844,-0.22157,950.5192
1.922012806,6.377738,-2.605405,12.75871,0.945962,0.08490966,0.4130975,-58.91183,-9.636844,-0.22157,950.5192
1.931869507,5.756579,-1.296208,12.32959,0.9464995,0.07809258,0.4106363,-58.91183,-9.636844,-0.22157,950.5192
1.941725731,5.880811,0.07249729,11.47135,0.9472654,0.06304081,0.4176864,-58.91183,-9.636844,-0.22157,950.5178
1.951582432,7.247361,1.61973,10.79702,0.9502766,0.05332392,0.4146863,-58.91183,-9.636844,-0.22157,950.5178
1.961438656,9.297187,3.166962,9.693562,0.9448373,0.0571655,0.4138378,-58.90857,-10.74663,-0.5943413,950.5178
1.971294880,12.0924,3.524015,8.467502,0.9452155,0.04835012,0.3979444,-58.90857,-10.74663,-0.5943413,950.5178
1.981151581,14.63916,4.238123,7.364048,0.9600097,0.04704922,0.4053898,-58.90857,-10.74663,-0.5943413,950.5203
1.991008282,16.81321,5.844864,5.77017,0.9750897,0.03593008,0.3892674,-58.90857,-10.74663,-0.5943413,950.5203
2.000864983,19.60843,7.927677,4.176292,0.9906843,0.007869826,0.3959964,-58.90857,-10.74663,-0.5943413,950.5203
2.010721684,23.08692,10.18902,3.134141,0.9928358,-0.005239432,0.3987303,-59.28156,-10.36882,-0.2120972,950.5203
2.020577908,27.00022,11.97428,2.950232,0.9753999,-0.01266893,0.4051457,-59.28156,-10.36882,-0.2120972,950.5172
2.030434132,30.29236,13.10495,2.766323,0.9482496,-0.01430659,0.4218116,-59.28156,-10.36882,-0.2120972,950.5172
2.040290833,32.777,13.34299,3.195444,0.9354706,0.0002104156,0.4302626,-59.28156,-10.36882,-0.2120972,950.5172
2.050147057,34.64048,12.68839,4.053687,0.9289671,0.01183048,0.4299742,-59.28156,-10.36882,-0.2120972,950.5172
2.060003757,36.44184,12.0933,5.402352,0.9306001,0.01384355,0.4438647,-58.91581,-10.01657,-1.049978,950.5158
2.072324276,37.31147,11.85527,7.670563,0.9259986,0.01583595,0.4669486,-58.91581,-10.01657,-1.049978,950.5158
2.082180977,36.50396,12.27183,10.06138,0.9197194,0.02507882,0.4810129,-58.91581,-10.01657,-1.049978,950.5158
2.092037678,33.95721,12.92643,12.32959,0.9222474,0.03244729,0.4934983,-58.91581,-10.01657,-1.049978,950.5158
2.101894379,31.53468,13.22397,14.22998,0.9213055,0.03928421,0.502195,-58.91581,-10.01657,-1.049978,950.5145
2.111751080,28.92582,13.46201,16.25298,0.9174384,0.03926276,0.5056043,-58.54485,-10.02624,-1.435993,950.5145
2.121606827,27.18657,14.35464,18.21468,0.927029,0.02966497,0.5188042,-58.54485,-10.02624,-1.435993,950.5145
2.131463528,26.44118,15.00924,19.86986,0.9266187,0.02138327,0.5173026,-58.54485,-10.02624,-1.435993,950.5145
2.141320229,28.73947,16.02089,21.70895,0.9254205,0.01350028,0.4942516,-58.54485,-10.02624,-1.435993,950.517
2.151176453,32.46642,16.61598,23.24153,0.9283744,0.0003494985,0.4840353,-58.54485,-10.02624,-1.435993,950.517
